batch,n_tokens,loss_L0_age_bin,train_acc_L0_age_bin,loss_L0_gender,train_acc_L0_gender,loss_L0_star_sign,train_acc_L0_star_sign,loss_L6_age_bin,train_acc_L6_age_bin,loss_L6_gender,train_acc_L6_gender,loss_L6_star_sign,train_acc_L6_star_sign,loss_L12_age_bin,train_acc_L12_age_bin,loss_L12_gender,train_acc_L12_gender,loss_L12_star_sign,train_acc_L12_star_sign,loss_L18_age_bin,train_acc_L18_age_bin,loss_L18_gender,train_acc_L18_gender,loss_L18_star_sign,train_acc_L18_star_sign,loss_L24_age_bin,train_acc_L24_age_bin,loss_L24_gender,train_acc_L24_gender,loss_L24_star_sign,train_acc_L24_star_sign
622,2400,1.16861,0.36806,0.71049,0.51583,2.68346,0.08876,1.01606,0.43987,0.69904,0.56914,2.68418,0.08736,1.07203,0.42445,0.69276,0.55929,2.69694,0.08759,0.95116,0.47063,0.69739,0.58334,2.70265,0.0919,0.96562,0.48119,0.72286,0.59912,2.71369,0.09664
623,2400,1.13128,0.36807,0.71556,0.51585,2.68784,0.08877,0.96823,0.43996,0.64837,0.56923,2.68809,0.08737,1.02457,0.42447,0.65725,0.55935,2.66548,0.08762,0.88888,0.47075,0.63027,0.58343,2.70461,0.0919,0.88067,0.48129,0.63829,0.59915,2.65317,0.09667
624,2400,1.09904,0.36813,0.71736,0.51586,2.68384,0.0888,1.03317,0.44004,0.66584,0.56929,2.75581,0.08735,1.0602,0.42449,0.67607,0.55938,2.74643,0.0876,1.01881,0.47081,0.65211,0.58349,2.73802,0.0919,1.00765,0.48135,0.63442,0.59922,2.8083,0.09665
625,2400,1.13689,0.36812,0.71126,0.51589,2.71404,0.08877,0.98484,0.44015,0.66505,0.56935,2.72165,0.08736,0.98535,0.42463,0.66788,0.55944,2.69717,0.08761,0.92117,0.47095,0.66163,0.58354,2.75134,0.09191,0.88006,0.48151,0.65521,0.59927,2.76112,0.09662
626,2400,1.06459,0.36821,0.70817,0.51589,2.68456,0.08876,1.00554,0.44019,0.65701,0.56941,2.65634,0.08739,1.00363,0.42469,0.64381,0.55954,2.66205,0.08763,0.99259,0.47093,0.61325,0.58367,2.65628,0.09194,1.008,0.48148,0.61048,0.59936,2.68247,0.09667
627,2400,1.17981,0.36819,0.72676,0.51586,2.7176,0.08875,1.12531,0.44015,0.68769,0.5694,2.67729,0.08741,1.19441,0.42463,0.70602,0.55951,2.66932,0.08766,1.12792,0.47089,0.66301,0.58371,2.71475,0.09193,1.08204,0.48146,0.67798,0.59932,2.66977,0.09668
628,2400,1.16067,0.36816,0.71064,0.51586,2.67839,0.08872,1.03658,0.44021,0.64885,0.56952,2.70722,0.08742,1.06906,0.42467,0.64971,0.55962,2.73678,0.08765,0.97128,0.47099,0.63716,0.58382,2.75557,0.09193,0.99371,0.48155,0.61298,0.59943,2.75587,0.09666
629,2400,1.09302,0.3682,0.70867,0.51588,2.6885,0.08874,1.00279,0.44027,0.67014,0.56954,2.60362,0.08747,1.02556,0.42469,0.66729,0.55965,2.65994,0.08769,0.98566,0.47102,0.6676,0.58384,2.60184,0.09197,0.98819,0.48159,0.69807,0.59939,2.61356,0.09671
630,2400,1.07373,0.36831,0.70769,0.51589,2.67129,0.08877,0.96805,0.44035,0.69303,0.56955,2.67969,0.08748,0.9901,0.42475,0.70037,0.55964,2.7097,0.08769,0.93155,0.47109,0.70796,0.58381,2.70761,0.09199,0.90398,0.48168,0.7009,0.59935,2.64886,0.09675
631,2400,1.12275,0.36832,0.71167,0.51591,2.69944,0.08878,0.98173,0.44041,0.67204,0.56958,2.673,0.08749,1.02694,0.42479,0.65939,0.55972,2.74248,0.08767,0.91784,0.47118,0.64999,0.58386,2.71905,0.09198,0.90605,0.48176,0.62937,0.59942,2.74987,0.09672
632,2400,1.13868,0.36831,0.70497,0.51591,2.67757,0.08875,1.01558,0.44046,0.66899,0.56964,2.66439,0.0875,1.04524,0.42481,0.70512,0.55971,2.74085,0.08766,0.94953,0.47125,0.67149,0.58388,2.72668,0.09195,0.89769,0.48188,0.70025,0.59937,2.69981,0.09672
633,2400,1.12689,0.36832,0.69985,0.51595,2.73268,0.08877,0.92788,0.44058,0.65766,0.56971,2.7063,0.08751,0.97137,0.4249,0.66036,0.55978,2.78345,0.08764,0.83197,0.47142,0.62783,0.584,2.72871,0.09195,0.84996,0.48203,0.63431,0.59946,2.75374,0.09669
634,2400,1.13695,0.36829,0.70036,0.51597,2.66657,0.08879,0.9896,0.44065,0.62738,0.56984,2.6831,0.08751,1.04737,0.42491,0.64333,0.5599,2.70175,0.08765,0.96733,0.47146,0.6232,0.58409,2.77535,0.09192,0.95862,0.48207,0.63587,0.59952,2.68923,0.09669
635,2400,1.09624,0.36837,0.71337,0.51599,2.67725,0.08878,1.05275,0.44067,0.64068,0.56995,2.71726,0.08751,1.08124,0.42489,0.65783,0.55999,2.66826,0.08766,1.04848,0.47144,0.63187,0.58418,2.69024,0.09194,1.09991,0.482,0.61466,0.59963,2.67071,0.09669
636,2400,1.12237,0.3684,0.71385,0.51599,2.70022,0.0888,0.95711,0.44081,0.66979,0.57001,2.62318,0.08754,1.0054,0.42497,0.68589,0.56001,2.66495,0.08771,0.93273,0.47157,0.66351,0.58423,2.70706,0.09196,0.89454,0.48215,0.65659,0.59966,2.65084,0.09673
637,2400,1.10883,0.36845,0.71137,0.51601,2.67321,0.08881,1.01593,0.44091,0.6868,0.57002,2.66693,0.08755,1.04229,0.42503,0.69101,0.56002,2.70046,0.08773,0.96611,0.47165,0.69505,0.58421,2.69615,0.09197,0.96841,0.48222,0.697,0.59959,2.69048,0.09675
638,2400,1.06598,0.36856,0.70431,0.51604,2.69242,0.08882,0.86288,0.44113,0.65104,0.57008,2.64832,0.08757,0.8959,0.42524,0.65894,0.56008,2.6281,0.08777,0.77097,0.47191,0.63006,0.58431,2.657,0.09201,0.76544,0.48247,0.6228,0.59966,2.65259,0.09679
639,2400,1.13286,0.36855,0.70879,0.51606,2.68533,0.08881,0.96463,0.44125,0.64866,0.57017,2.67744,0.08759,0.97828,0.42535,0.66269,0.56012,2.69849,0.08778,0.91018,0.47201,0.65663,0.58435,2.72218,0.092,0.93304,0.48253,0.62968,0.59973,2.66147,0.0968
640,2400,1.1547,0.36852,0.70467,0.51609,2.68272,0.08882,1.01334,0.44135,0.62629,0.57028,2.67549,0.08762,1.05927,0.4254,0.63382,0.56024,2.65491,0.08781,1.02569,0.47207,0.59555,0.58448,2.64415,0.09205,0.91829,0.48265,0.58048,0.59989,2.65927,0.09685
641,2400,1.11364,0.36857,0.73263,0.51604,2.7399,0.0888,0.95747,0.44143,0.76787,0.57018,2.63678,0.08767,0.95153,0.42551,0.78336,0.56008,2.60636,0.08785,0.89704,0.47217,0.73302,0.58441,2.70125,0.09207,0.8394,0.48281,0.77503,0.59976,2.74687,0.09686
642,2400,1.13145,0.3686,0.72274,0.51602,2.68419,0.0888,1.02057,0.44148,0.70392,0.57016,2.75404,0.08764,1.03964,0.42555,0.68261,0.56011,2.7039,0.08785,1.00645,0.4722,0.66297,0.58445,2.73693,0.09206,0.99032,0.4828,0.67146,0.59976,2.69488,0.09686
643,2400,1.12436,0.36861,0.70983,0.51603,2.71273,0.08877,1.07759,0.44147,0.66201,0.57021,2.74912,0.08763,1.11767,0.42553,0.6646,0.56019,2.72174,0.08782,1.05469,0.4722,0.61687,0.58455,2.71108,0.09205,1.07205,0.48281,0.59689,0.59987,2.68066,0.09689
644,2400,1.1126,0.36866,0.70688,0.51605,2.69007,0.0888,0.97328,0.44155,0.66226,0.57026,2.63088,0.08768,0.99341,0.42562,0.66235,0.56028,2.65947,0.08787,0.92252,0.47231,0.66452,0.58459,2.63675,0.09209,0.96096,0.48286,0.65411,0.5999,2.54755,0.09695
645,2400,1.06931,0.36877,0.70971,0.51606,2.68405,0.08882,0.89814,0.44172,0.67138,0.5703,2.70582,0.08769,0.91158,0.4258,0.6982,0.56027,2.71847,0.08787,0.84236,0.4725,0.69282,0.58459,2.72101,0.09209,0.84847,0.48302,0.68132,0.5999,2.69357,0.09696
646,2400,1.09718,0.36882,0.71294,0.51604,2.68794,0.08881,0.99952,0.4418,0.68394,0.57033,2.68883,0.0877,1.04062,0.42584,0.67891,0.56032,2.71044,0.08786,0.96684,0.47255,0.67098,0.58463,2.68739,0.09209,0.99681,0.48303,0.66569,0.59992,2.72245,0.09696
647,2400,1.09697,0.36884,0.71568,0.51605,2.66603,0.08884,0.95835,0.44192,0.69793,0.57035,2.63158,0.08773,0.99474,0.42593,0.68788,0.56034,2.63495,0.0879,0.89535,0.47267,0.67112,0.58467,2.59507,0.09215,0.92333,0.48314,0.70491,0.59988,2.65433,0.09698
648,2400,1.0795,0.36892,0.72425,0.51603,2.68522,0.08886,0.95032,0.44204,0.66174,0.57039,2.64622,0.08779,0.96672,0.42607,0.68805,0.56035,2.6178,0.08793,0.95025,0.47272,0.65529,0.58472,2.55891,0.09222,0.96061,0.4832,0.67054,0.5999,2.58726,0.09705
649,2400,1.12074,0.36888,0.70604,0.51603,2.70467,0.08886,0.97311,0.44213,0.68259,0.57041,2.73733,0.08779,1.04723,0.42605,0.67741,0.56038,2.72893,0.08792,0.95671,0.47278,0.67988,0.58473,2.73103,0.09222,0.92104,0.48328,0.69495,0.59987,2.65525,0.09707
650,2400,1.11106,0.3689,0.71902,0.51603,2.70166,0.08888,1.00348,0.4422,0.73512,0.57036,2.74687,0.0878,1.01673,0.42613,0.72524,0.56031,2.7121,0.08792,0.93961,0.47286,0.73921,0.58465,2.77698,0.0922,0.92656,0.48335,0.74721,0.59978,2.73723,0.09702
651,2400,1.12191,0.36885,0.72588,0.51599,2.71227,0.08887,1.01566,0.44228,0.69723,0.57036,2.69772,0.08782,1.04719,0.42617,0.70694,0.5603,2.65535,0.08793,0.95693,0.47292,0.66372,0.58469,2.67066,0.09222,0.96438,0.48341,0.67958,0.59975,2.73954,0.097
652,2400,1.13875,0.36881,0.7061,0.51597,2.69199,0.08886,0.98426,0.44236,0.63933,0.57046,2.66547,0.08782,1.01604,0.42624,0.63717,0.56042,2.73592,0.08791,0.92782,0.47302,0.6342,0.58476,2.70373,0.09221,0.9152,0.48351,0.63397,0.5998,2.65589,0.09701
653,2400,1.10112,0.36884,0.70533,0.51599,2.664,0.08889,0.9272,0.44251,0.66521,0.57051,2.64725,0.08785,0.9462,0.42639,0.683,0.56049,2.6334,0.08792,0.87952,0.47318,0.66308,0.58483,2.66051,0.09224,0.85248,0.48368,0.66543,0.59985,2.666,0.09704
654,2400,1.12418,0.36887,0.71264,0.516,2.7083,0.08889,0.94951,0.44265,0.68471,0.57052,2.69607,0.08786,0.95577,0.42652,0.72065,0.56043,2.71331,0.08792,0.93257,0.47328,0.68597,0.58481,2.67549,0.09224,0.91575,0.48377,0.67534,0.59981,2.67293,0.09704
655,2400,1.12092,0.36886,0.71394,0.51601,2.68115,0.08888,1.12477,0.44259,0.70342,0.57049,2.73386,0.08784,1.16868,0.42645,0.70445,0.56041,2.70752,0.08792,1.09749,0.47327,0.6755,0.58484,2.72613,0.09222,1.1034,0.48374,0.68792,0.59983,2.65275,0.09707
656,2400,1.09934,0.36892,0.7156,0.51601,2.70261,0.08886,1.00753,0.44264,0.64259,0.57058,2.6989,0.08784,1.00753,0.42651,0.67647,0.56046,2.68173,0.08794,0.97589,0.47333,0.63737,0.58491,2.6977,0.09222,0.9998,0.48372,0.64133,0.59986,2.71002,0.09707
657,2400,1.12936,0.3689,0.71011,0.516,2.66027,0.08886,1.04581,0.44264,0.63043,0.5707,2.69878,0.08786,1.04049,0.42652,0.65609,0.56056,2.6622,0.08795,0.96928,0.47338,0.63019,0.58503,2.63423,0.09223,0.97316,0.48373,0.62501,0.59999,2.60391,0.09709
658,2400,1.06551,0.36902,0.70542,0.51601,2.71074,0.08883,0.95647,0.4427,0.6768,0.57073,2.6864,0.08786,0.96729,0.42662,0.68737,0.56058,2.68876,0.08795,0.91453,0.47343,0.67728,0.58503,2.66915,0.09223,0.889,0.48381,0.67202,0.6,2.72386,0.09709
659,2400,1.14866,0.369,0.7067,0.51597,2.70167,0.08883,1.02198,0.44274,0.65576,0.57082,2.68503,0.08786,1.02409,0.42669,0.65927,0.56066,2.69543,0.08796,0.96052,0.47346,0.64372,0.58509,2.70444,0.09224,0.9418,0.48388,0.66551,0.60001,2.70222,0.09709
660,2400,1.0931,0.36907,0.70979,0.51598,2.69771,0.08884,0.97805,0.44281,0.66621,0.57085,2.64298,0.08788,1.00629,0.42672,0.67698,0.56069,2.63493,0.08798,1.01651,0.47346,0.64256,0.58514,2.70035,0.09227,0.96359,0.48389,0.64249,0.60005,2.63013,0.0971
661,2400,1.09749,0.36916,0.71255,0.51594,2.69519,0.08885,1.01008,0.44281,0.68406,0.57086,2.69173,0.08789,1.03624,0.42671,0.69403,0.5607,2.68638,0.08799,0.98849,0.47342,0.67504,0.58517,2.65917,0.09229,0.98157,0.48386,0.68829,0.60003,2.65516,0.09712
662,2400,1.09634,0.36918,0.70844,0.51594,2.68092,0.08886,0.9759,0.44286,0.66813,0.5709,2.71242,0.08787,0.97936,0.42682,0.67666,0.56073,2.7044,0.08799,0.96047,0.47345,0.67347,0.58522,2.73551,0.09228,0.93098,0.48393,0.65128,0.60009,2.76543,0.09708
663,2400,1.10647,0.36921,0.7046,0.51594,2.68013,0.08885,0.98647,0.44292,0.64327,0.57099,2.67954,0.08786,0.99237,0.42689,0.64298,0.56083,2.69829,0.08798,0.9705,0.47349,0.62513,0.58532,2.69546,0.09227,0.97374,0.48393,0.60564,0.60021,2.6928,0.09709
664,2400,1.10266,0.36927,0.71533,0.51593,2.67367,0.08886,0.99025,0.44298,0.64219,0.57108,2.73152,0.08785,1.03423,0.42696,0.66379,0.56089,2.65642,0.088,0.94773,0.47356,0.61361,0.58543,2.62193,0.0923,0.9439,0.48398,0.62073,0.6003,2.67051,0.09711
665,2400,1.0872,0.36935,0.70721,0.51593,2.64903,0.08889,0.95382,0.44308,0.69046,0.57109,2.63715,0.08787,0.98005,0.42705,0.69923,0.56089,2.60811,0.08805,0.92461,0.47364,0.66957,0.58546,2.59344,0.09235,0.95106,0.48401,0.67016,0.60032,2.57359,0.09716
666,2400,1.11634,0.36936,0.69692,0.51597,2.681,0.08892,0.97552,0.44316,0.6096,0.57126,2.65705,0.0879,1.05171,0.42706,0.61515,0.56107,2.66155,0.08806,0.9362,0.47371,0.57648,0.58566,2.63365,0.09237,0.93658,0.48407,0.57653,0.60053,2.62896,0.0972
667,2400,1.14585,0.36934,0.71118,0.51597,2.6888,0.08894,0.92544,0.44329,0.67117,0.57126,2.66701,0.0879,0.93168,0.42723,0.68715,0.56107,2.68442,0.08806,0.85423,0.47385,0.64962,0.58573,2.68136,0.09238,0.88651,0.48415,0.6569,0.60054,2.71766,0.09719
668,2400,1.11581,0.36936,0.70049,0.516,2.66215,0.08892,0.99684,0.44334,0.67747,0.5713,2.65812,0.08793,1.01481,0.42729,0.68719,0.56108,2.69474,0.08807,0.93829,0.47392,0.66119,0.58575,2.59612,0.09242,0.95992,0.48416,0.66981,0.60055,2.6039,0.09724
669,2400,1.085,0.36942,0.7069,0.51601,2.66598,0.08894,0.97711,0.4434,0.68289,0.57131,2.69085,0.08792,1.00103,0.42733,0.66623,0.56113,2.67076,0.08808,0.9413,0.47399,0.69502,0.58573,2.62928,0.09244,0.99588,0.48417,0.68215,0.60051,2.67948,0.09725
670,2400,1.08066,0.36947,0.70518,0.51602,2.67907,0.08894,0.97877,0.44345,0.69449,0.5713,2.64225,0.08794,1.01154,0.42734,0.69349,0.56114,2.64026,0.0881,0.91218,0.47405,0.67443,0.58576,2.62891,0.09249,0.89024,0.48427,0.66051,0.60051,2.62788,0.09727
671,2400,1.08714,0.36954,0.7026,0.516,2.69745,0.08895,0.99201,0.44351,0.63081,0.5714,2.70944,0.08795,0.98313,0.42745,0.64166,0.56123,2.69191,0.08811,0.9301,0.47413,0.61558,0.58585,2.65203,0.0925,0.91074,0.4844,0.59809,0.60063,2.60221,0.09732
672,2400,1.06666,0.36959,0.70991,0.51603,2.72669,0.08895,0.90266,0.44366,0.65456,0.57144,2.63297,0.08797,0.92048,0.42759,0.67826,0.56126,2.64762,0.08813,0.83279,0.47431,0.6266,0.58594,2.67368,0.09252,0.83041,0.4846,0.63626,0.60067,2.60349,0.09735
673,2400,1.09562,0.36965,0.70972,0.51602,2.69656,0.08893,1.00865,0.4437,0.66244,0.57149,2.66818,0.08797,1.03805,0.42763,0.65304,0.56135,2.68168,0.08815,0.99993,0.47434,0.63417,0.58602,2.70849,0.09251,1.02062,0.48456,0.64537,0.60072,2.71376,0.09736
674,2400,1.15677,0.36964,0.70561,0.51601,2.68213,0.08894,0.99159,0.44378,0.66832,0.57149,2.72142,0.08796,0.98564,0.42774,0.68407,0.56138,2.65214,0.08816,0.89344,0.47446,0.63817,0.58609,2.72767,0.0925,0.87364,0.48469,0.62909,0.60078,2.68354,0.09736
675,2400,1.07356,0.36973,0.7233,0.51597,2.65018,0.08898,0.94892,0.44388,0.72696,0.57144,2.61018,0.08799,0.97604,0.42781,0.70959,0.56134,2.66892,0.08817,0.92735,0.47454,0.71866,0.58602,2.64025,0.09253,0.93306,0.48473,0.70541,0.60073,2.65608,0.09739
676,2400,1.08104,0.36976,0.69875,0.51602,2.66531,0.08898,0.96952,0.44404,0.61964,0.57154,2.65567,0.08802,0.98793,0.42795,0.61919,0.56148,2.68788,0.0882,0.93216,0.47471,0.60247,0.58616,2.66858,0.09254,0.91941,0.48489,0.58911,0.60085,2.65758,0.09739
677,2400,1.12747,0.36975,0.71153,0.51604,2.68173,0.08899,1.00396,0.44408,0.67295,0.57157,2.6771,0.08803,0.99289,0.42805,0.68073,0.5615,2.66274,0.0882,0.92678,0.47482,0.64046,0.58623,2.6296,0.09257,0.91213,0.485,0.66015,0.60087,2.6667,0.09741
678,2400,1.08497,0.36981,0.71136,0.51605,2.66346,0.08898,0.98139,0.44414,0.68666,0.57155,2.66863,0.08804,0.99701,0.42809,0.68219,0.56151,2.68198,0.0882,0.91059,0.47491,0.65525,0.58627,2.66599,0.0926,0.93176,0.48506,0.68655,0.60083,2.66828,0.09742
679,2400,1.11562,0.36984,0.70973,0.51606,2.68731,0.08898,0.96124,0.44422,0.65429,0.57162,2.68805,0.08803,1.01204,0.42814,0.65328,0.5616,2.69022,0.0882,0.91546,0.47501,0.61745,0.58636,2.69931,0.09258,0.94606,0.48511,0.62535,0.60089,2.67699,0.09742
680,2400,1.10879,0.36986,0.71319,0.51605,2.67919,0.08898,0.96169,0.4443,0.68205,0.57167,2.6609,0.08804,0.95988,0.42825,0.67673,0.56164,2.73792,0.0882,0.88587,0.47514,0.67253,0.58643,2.73902,0.09256,0.90499,0.48518,0.67507,0.60093,2.65745,0.09742
681,2400,1.12213,0.36989,0.70193,0.51608,2.67635,0.08899,1.01112,0.44434,0.64795,0.57175,2.68087,0.08804,1.04407,0.42828,0.64583,0.56173,2.67033,0.0882,0.92454,0.47522,0.64328,0.58651,2.65958,0.09257,0.92164,0.48526,0.64983,0.601,2.64126,0.09743
682,2400,1.13429,0.36989,0.70442,0.51609,2.63848,0.08906,0.95374,0.44445,0.67739,0.57178,2.62362,0.08807,1.01363,0.42834,0.69987,0.56173,2.63662,0.08823,0.88444,0.47535,0.68674,0.5865,2.63861,0.0926,0.92189,0.48533,0.70157,0.60095,2.64406,0.09745
683,2400,1.08973,0.36994,0.69446,0.51613,2.64054,0.08912,0.93054,0.44455,0.62918,0.57188,2.67636,0.08808,0.98793,0.42841,0.62651,0.56184,2.64383,0.08825,0.85472,0.47549,0.61061,0.58663,2.67493,0.0926,0.88615,0.48545,0.6258,0.60103,2.67782,0.09748
684,2400,1.13799,0.36992,0.71396,0.51614,2.71498,0.08912,0.97739,0.44464,0.64891,0.57197,2.70041,0.08807,1.00421,0.42848,0.64748,0.56194,2.71839,0.08824,0.95404,0.47554,0.62755,0.58671,2.6972,0.0926,0.91529,0.48552,0.62777,0.6011,2.66255,0.09749
685,2400,1.13423,0.36991,0.70108,0.51618,2.68711,0.08911,0.99065,0.44469,0.64324,0.57206,2.6655,0.08806,1.00193,0.42855,0.64161,0.56203,2.72608,0.08823,0.93528,0.47561,0.63125,0.58678,2.68668,0.0926,0.90727,0.4856,0.63215,0.60116,2.68824,0.09748
686,2400,1.09058,0.36994,0.70276,0.51621,2.65793,0.08911,0.9356,0.44479,0.64834,0.57214,2.63852,0.08807,0.97889,0.4286,0.65477,0.56211,2.67934,0.08826,0.91806,0.47568,0.63463,0.58686,2.66847,0.09261,0.91571,0.48566,0.63902,0.60122,2.69735,0.0975
687,2400,1.12085,0.36996,0.70116,0.51623,2.65869,0.08911,1.00398,0.44484,0.65056,0.5722,2.66125,0.08806,1.0274,0.42863,0.66169,0.56217,2.68979,0.08827,0.96602,0.47572,0.64127,0.5869,2.63729,0.09263,0.95144,0.48568,0.64343,0.60127,2.56906,0.09754
688,2400,1.15083,0.36992,0.70685,0.51623,2.67746,0.0891,1.04366,0.44487,0.68523,0.5722,2.70558,0.08807,1.08503,0.42862,0.68577,0.5622,2.67924,0.08826,1.04948,0.47569,0.66708,0.58692,2.66815,0.09262,1.05041,0.48566,0.68907,0.60124,2.62506,0.09757
689,2400,1.10637,0.36994,0.70068,0.51623,2.63703,0.08912,0.94167,0.44498,0.61679,0.57234,2.66031,0.08808,0.93182,0.42875,0.64295,0.56228,2.66716,0.08827,0.86936,0.47581,0.58811,0.58707,2.65772,0.09265,0.88473,0.48575,0.56445,0.60141,2.64989,0.09758
690,2400,1.06296,0.37006,0.71352,0.51621,2.66837,0.08913,1.0214,0.44498,0.6627,0.57238,2.68261,0.08808,1.01812,0.42877,0.67625,0.56232,2.65141,0.08828,0.97957,0.47582,0.66157,0.58708,2.66974,0.09266,0.99528,0.48574,0.65155,0.60142,2.66587,0.09759
691,2400,1.08607,0.37013,0.7017,0.51623,2.66421,0.08916,0.89076,0.44515,0.67695,0.57241,2.58995,0.08812,0.9063,0.42892,0.69062,0.56235,2.60011,0.08832,0.84869,0.47597,0.67629,0.58711,2.61706,0.09268,0.85521,0.48588,0.67158,0.60144,2.59061,0.09763
692,2400,1.1041,0.3702,0.70986,0.51623,2.7236,0.08913,1.00905,0.4452,0.66188,0.57247,2.70053,0.08811,0.99886,0.42899,0.6748,0.56239,2.70727,0.08832,0.96685,0.476,0.65424,0.58719,2.78145,0.09265,0.97403,0.48593,0.64362,0.6015,2.70238,0.0976
693,2400,1.09404,0.37028,0.71643,0.5162,2.68375,0.08915,0.96155,0.44527,0.6987,0.57247,2.67791,0.08812,0.97726,0.42907,0.70492,0.56239,2.71601,0.08831,0.94227,0.47602,0.71144,0.58716,2.67622,0.09266,0.93624,0.48594,0.72419,0.60141,2.72541,0.09759
694,2400,1.10322,0.37032,0.69698,0.51621,2.64621,0.08916,1.03852,0.44527,0.65519,0.57254,2.66395,0.08813,1.01354,0.42915,0.67057,0.56244,2.67,0.08832,0.96878,0.47608,0.62697,0.58722,2.63486,0.09267,0.97491,0.48599,0.60341,0.60151,2.69459,0.09758
695,2400,1.10745,0.37034,0.71068,0.51619,2.655,0.08916,0.95443,0.44536,0.69177,0.57254,2.67304,0.08814,0.97182,0.42924,0.68749,0.56244,2.68763,0.08832,0.93543,0.47614,0.69134,0.5872,2.71224,0.09266,0.94147,0.48604,0.67276,0.60151,2.73348,0.09755
696,2400,1.07298,0.3704,0.7098,0.51619,2.63195,0.08919,0.99025,0.44541,0.63636,0.57263,2.56381,0.08821,0.99684,0.4293,0.65121,0.56251,2.58959,0.08838,1.00031,0.47615,0.60922,0.58731,2.61854,0.09273,0.97115,0.48607,0.59044,0.60163,2.62571,0.09758
697,2400,1.1349,0.37042,0.70732,0.51618,2.68595,0.08918,0.98715,0.4455,0.71064,0.57259,2.66086,0.08823,1.01687,0.42935,0.70474,0.5625,2.67141,0.08838,1.00436,0.47619,0.71436,0.58725,2.64458,0.09277,1.00922,0.48611,0.71405,0.60156,2.62174,0.0976
698,2400,1.09153,0.37047,0.70268,0.51619,2.6724,0.08919,1.0187,0.44555,0.6384,0.57268,2.71191,0.08822,1.02933,0.42941,0.66596,0.56256,2.6733,0.08839,0.96376,0.47627,0.63187,0.58732,2.67806,0.09277,0.95623,0.48619,0.61355,0.60164,2.62288,0.09762
699,2400,1.08169,0.3705,0.68986,0.51623,2.67389,0.08917,0.99558,0.44562,0.63486,0.57278,2.69175,0.08822,1.00909,0.42944,0.64034,0.56266,2.64985,0.08841,0.93456,0.47636,0.60933,0.58744,2.68841,0.09276,0.96509,0.48625,0.60753,0.60172,2.70118,0.09761
700,2400,1.08092,0.37056,0.71335,0.51623,2.70826,0.08917,1.03065,0.44564,0.65548,0.57285,2.65886,0.08824,1.03545,0.42946,0.6644,0.56272,2.67538,0.08843,1.01959,0.47638,0.62766,0.58755,2.62716,0.09278,1.01899,0.48624,0.63909,0.60174,2.66103,0.09762
701,2400,1.05718,0.37063,0.70614,0.51623,2.67498,0.08917,0.95555,0.44571,0.67473,0.57287,2.71276,0.08822,0.98145,0.42952,0.65752,0.56278,2.70819,0.08842,0.94045,0.47643,0.65589,0.5876,2.68265,0.09279,0.94417,0.48627,0.64905,0.60177,2.66922,0.09763
702,2400,1.08729,0.37071,0.7023,0.51625,2.68915,0.08917,0.94343,0.4458,0.6456,0.57294,2.63278,0.08825,0.97444,0.42958,0.65387,0.56284,2.62417,0.08845,0.87099,0.4765,0.62352,0.58768,2.69415,0.09279,0.90881,0.48633,0.62999,0.60182,2.6327,0.09766
703,2400,1.08909,0.37076,0.70292,0.51626,2.67126,0.08918,0.99243,0.44583,0.66922,0.57298,2.63089,0.08829,0.99598,0.42962,0.6901,0.56286,2.68912,0.08846,0.94437,0.47658,0.64725,0.58773,2.65186,0.09282,0.91728,0.48637,0.66227,0.60184,2.61045,0.0977
704,2400,1.14827,0.37072,0.71746,0.51625,2.69262,0.08918,1.04771,0.44587,0.71185,0.57296,2.63273,0.08832,1.05119,0.42965,0.70415,0.56285,2.62621,0.08849,0.99253,0.47661,0.68476,0.58773,2.63712,0.09283,0.94961,0.48643,0.73001,0.60175,2.67897,0.09771
705,2400,1.06695,0.37081,0.70512,0.51629,2.70555,0.08916,0.94051,0.44598,0.68445,0.57295,2.73051,0.08831,0.93893,0.4298,0.68807,0.56284,2.69344,0.0885,0.86473,0.47676,0.66281,0.58774,2.68586,0.09282,0.901,0.48654,0.66711,0.60175,2.74418,0.09768
706,2400,1.12422,0.37082,0.70637,0.51627,2.70368,0.08917,1.01916,0.446,0.6777,0.57296,2.68763,0.08832,1.02539,0.42985,0.67832,0.56287,2.64493,0.08851,0.93225,0.47683,0.68895,0.58774,2.67477,0.09283,0.96032,0.48656,0.68371,0.60174,2.75121,0.09767
707,2400,1.12459,0.3708,0.70086,0.5163,2.66179,0.08919,0.99154,0.44605,0.62695,0.57307,2.68139,0.08834,1.00064,0.42993,0.65259,0.56294,2.60322,0.08853,0.95625,0.4769,0.63296,0.58782,2.58562,0.09288,0.9198,0.48666,0.60225,0.60182,2.62969,0.09771
708,2400,1.10357,0.37084,0.70374,0.51628,2.65974,0.08922,1.02093,0.44605,0.64174,0.57314,2.7017,0.08832,1.05193,0.42993,0.65958,0.563,2.68847,0.08853,0.97233,0.4769,0.63367,0.58787,2.73208,0.09287,0.96836,0.48666,0.62274,0.60186,2.75926,0.09768
709,2400,1.12911,0.37084,0.70975,0.51626,2.68824,0.08924,0.98353,0.44613,0.66077,0.57318,2.68021,0.08833,0.99557,0.43002,0.65964,0.56304,2.61354,0.08856,0.94145,0.47695,0.63481,0.58792,2.66983,0.09289,0.89194,0.48677,0.65546,0.60187,2.5683,0.09774
